"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"917",0,4,16,9,4,3,2,6,6,7,4,63,7,8,4,1,6,5,4,2358,4,1,10,1,1,30,27,3,12,3,31,8,166,2,6,75,1998,0,3,16,12,40,2,8,6,4,5,4,2,3
"918",2,7,30,10,19,1,7,3,3,6,12,87,19,6,5,1,13,12,0,2150,7,2,9,8,4,32,30,7,12,13,32,0,202,1,2,76,2059,5,4,19,6,35,4,12,2,3,8,5,2,6
"919",4,6,30,9,13,9,5,9,6,2,14,60,14,9,4,5,2,4,2,2313,0,3,12,0,3,31,40,8,13,5,18,2,206,1,1,94,1931,0,4,17,10,51,1,7,1,4,7,6,2,2
"920",3,3,20,6,15,6,2,9,1,3,7,58,22,7,10,1,2,1,3,2294,2,3,9,2,3,33,37,8,17,2,21,4,205,0,3,101,1951,4,5,14,11,38,11,6,4,7,10,4,7,5
"921",6,3,17,3,10,6,4,4,5,1,4,60,19,1,3,19,3,12,3,2306,2,3,17,2,8,19,42,8,13,7,14,4,170,3,5,89,1986,0,5,18,18,37,5,4,5,2,9,8,2,6
"922",4,13,22,8,12,4,12,6,9,7,7,73,21,4,7,2,6,1,0,2281,1,7,8,1,7,21,35,4,6,5,13,7,228,4,1,94,1939,2,6,14,11,37,3,10,3,3,9,10,6,6
"923",1,9,30,12,11,1,2,5,2,4,3,66,12,3,8,2,6,5,1,2360,8,0,12,1,1,20,36,4,16,6,20,2,228,2,3,91,1911,3,3,16,11,23,1,8,6,0,14,5,3,3
"924",0,9,40,7,2,1,9,7,3,4,6,50,12,5,6,7,6,1,1,2334,4,7,21,1,8,16,38,6,3,4,30,3,175,3,3,80,1971,2,3,37,5,39,5,9,2,1,11,2,1,0
"925",4,6,28,10,12,2,7,2,2,3,5,69,10,2,7,3,5,2,1,2294,0,6,11,0,4,14,42,8,22,8,21,2,216,0,4,87,1956,1,0,19,9,68,4,4,3,0,6,6,2,3
"926",1,4,38,14,17,2,6,8,2,1,5,71,13,1,5,1,4,4,1,2200,4,5,10,2,3,28,31,4,7,3,27,3,202,3,3,105,2051,3,1,25,15,36,2,7,5,3,8,4,0,2
"927",0,6,22,13,12,1,2,8,5,2,13,66,18,6,6,2,7,3,5,2204,4,7,9,3,4,31,38,3,14,3,17,7,209,4,5,85,2025,5,8,23,11,40,1,9,3,2,13,7,8,1
"928",1,4,41,10,4,1,6,9,1,2,3,66,9,2,0,0,9,2,4,2342,2,8,11,2,11,17,25,11,16,4,11,6,183,7,8,106,1949,0,7,20,9,34,1,11,2,6,3,10,4,0
"929",3,3,22,12,6,4,8,6,6,9,11,80,11,6,4,5,5,6,0,2249,4,5,5,2,8,23,33,9,12,7,12,4,184,3,6,94,2016,0,2,22,3,46,1,6,14,1,5,3,6,8
"930",2,11,16,13,4,2,6,2,6,2,11,59,19,6,14,3,3,5,3,2258,2,1,10,5,3,27,35,9,9,8,29,7,168,4,2,94,2014,3,1,9,12,46,5,4,2,5,13,14,8,6
"931",1,3,23,4,16,9,9,7,4,4,9,70,7,8,7,9,5,1,0,2264,4,2,3,3,2,37,35,5,7,3,9,10,232,0,2,106,1971,2,4,15,13,30,1,4,0,0,16,14,4,6
"932",3,4,37,7,7,8,4,6,7,4,12,49,14,6,2,5,6,3,1,2269,1,1,9,1,8,33,34,2,11,0,23,7,206,2,2,93,1993,0,4,20,9,42,8,6,10,1,5,8,7,0
"933",4,5,28,7,5,6,4,4,0,4,4,70,7,7,12,3,6,4,5,2333,3,7,4,4,2,35,27,3,13,0,18,3,221,1,2,51,1964,1,3,22,8,33,1,3,2,4,15,6,16,10
"934",0,1,34,11,1,5,8,5,8,4,11,60,18,13,4,2,6,12,0,2304,5,5,9,2,4,30,30,5,15,5,21,3,165,5,1,91,2010,2,2,19,8,24,2,7,0,2,9,6,3,3
"935",3,7,16,5,13,2,6,8,9,3,10,71,19,8,5,4,7,1,4,2301,10,5,19,2,1,25,25,3,14,2,21,5,179,2,3,81,1993,2,3,18,8,28,9,6,7,1,5,9,10,2
"936",1,1,35,16,6,2,6,3,0,5,17,72,16,5,9,5,8,1,5,2395,6,4,17,1,2,25,37,6,6,11,26,3,162,2,6,89,1877,5,1,8,5,62,3,4,6,2,5,6,4,1
"937",1,3,31,14,11,0,5,6,3,2,5,79,9,9,8,3,11,8,0,2276,3,8,5,0,6,35,40,4,8,8,38,3,187,1,0,108,1933,3,6,15,13,46,1,7,6,1,11,15,1,4
"938",0,2,35,7,9,3,7,4,6,4,4,72,9,4,2,4,7,2,3,2309,1,4,11,7,5,13,32,3,10,3,22,10,193,4,6,98,1979,1,3,13,12,41,3,8,4,1,6,5,4,5
"939",1,2,20,12,10,3,10,7,3,3,11,85,13,3,5,0,11,4,0,2322,7,1,7,6,4,43,32,7,6,4,25,1,196,0,2,103,1936,2,4,9,10,47,2,6,2,2,2,2,4,3
"940",6,7,26,11,17,4,6,1,5,2,18,65,12,10,9,2,11,7,0,2260,2,1,7,0,7,26,34,4,7,2,13,11,201,0,1,89,1999,0,4,26,18,33,3,4,2,7,6,4,9,1
"941",1,9,28,14,13,2,4,4,1,4,3,68,16,9,13,3,3,0,7,2329,5,4,14,4,6,22,29,6,11,8,20,8,205,1,3,77,1947,2,4,17,11,39,3,4,4,1,7,4,2,1
"942",3,5,25,12,2,6,3,7,5,2,9,75,15,7,4,6,8,4,3,2312,4,5,7,0,4,44,47,5,16,1,10,7,184,1,2,83,1938,2,4,19,12,49,2,8,2,4,13,8,2,4
"943",0,1,27,12,7,3,14,5,4,3,10,76,6,5,1,3,7,10,4,2284,1,4,8,4,4,25,40,8,5,4,20,12,208,4,5,100,1956,4,17,16,7,35,6,9,2,0,3,3,7,1
"944",4,3,32,11,13,5,2,7,12,2,7,45,5,7,6,1,3,7,0,2334,0,9,11,2,3,21,25,3,4,10,19,5,173,1,4,109,1966,3,2,20,14,44,5,11,2,3,10,7,6,2
"945",2,3,19,2,17,1,4,3,3,9,4,76,17,7,8,7,10,4,1,2159,3,3,15,0,8,43,21,7,12,9,20,5,183,3,2,86,2087,3,6,14,19,43,1,8,6,5,14,6,9,3
"946",5,0,35,8,3,2,3,7,3,4,9,52,15,6,4,1,0,3,0,2272,9,5,17,1,1,38,20,12,9,3,28,8,214,3,1,94,1968,0,6,15,11,50,7,13,0,1,15,8,8,3
"947",1,4,34,9,8,7,8,7,11,2,4,86,18,10,2,2,3,10,5,2329,0,4,16,3,0,35,33,2,13,11,25,1,227,2,5,89,1885,3,0,11,8,36,0,4,5,2,5,5,8,2
"948",2,9,31,5,12,4,9,3,9,6,13,67,12,9,7,1,5,2,0,2373,10,11,3,1,2,26,39,4,11,4,26,3,199,0,3,71,1902,4,5,6,7,33,2,8,3,2,19,10,6,1
"949",1,2,33,10,7,5,7,4,7,13,10,82,11,9,6,1,9,1,4,2211,1,3,18,3,4,38,43,5,15,8,22,3,219,13,2,92,1953,1,1,24,17,49,2,8,3,3,7,3,2,5
"950",7,2,27,5,13,5,6,3,5,3,8,81,20,3,1,5,7,2,6,2249,3,7,8,2,7,31,40,8,4,1,31,5,170,2,6,97,2009,4,1,21,11,35,1,6,6,2,10,8,6,0
"951",2,7,33,6,6,2,6,4,6,1,7,75,16,12,2,0,2,10,1,2291,0,3,11,1,1,26,42,0,3,8,17,8,209,4,5,89,1976,1,2,15,10,46,2,4,1,6,8,3,8,2
"952",4,5,31,18,8,7,8,6,1,4,7,67,14,7,10,5,8,0,1,2243,3,2,9,2,2,24,43,3,12,5,14,5,214,1,3,84,1989,5,0,15,6,46,6,5,13,0,19,8,6,2
"953",2,9,23,7,14,1,3,8,4,8,5,84,12,12,9,2,3,9,0,2286,6,2,13,2,4,30,26,6,8,2,30,5,195,2,2,90,1968,3,2,11,8,42,3,4,4,0,12,7,11,1
"954",0,6,27,13,6,1,11,5,4,1,7,73,17,7,6,1,1,3,1,2332,2,9,9,2,1,27,33,5,10,10,23,4,189,2,4,83,1958,2,3,15,5,47,1,6,6,5,7,8,0,2
"955",2,4,33,19,13,2,9,4,2,1,4,92,13,2,7,0,2,0,2,2281,7,3,10,5,3,31,37,9,8,5,17,5,197,0,5,55,1999,7,3,18,7,34,1,5,6,3,12,7,7,2
"956",1,5,26,15,15,3,4,5,3,3,9,75,17,2,3,6,3,4,0,2239,7,7,14,2,0,31,32,1,14,5,22,1,193,2,3,81,2049,3,1,15,9,36,4,8,4,2,9,4,3,0
"957",1,10,38,7,8,2,6,1,5,4,7,66,11,1,7,0,10,4,7,2244,7,6,3,3,3,25,33,4,10,8,15,3,196,6,0,96,2024,2,4,11,14,39,7,6,1,3,23,1,5,3
"958",3,7,35,16,8,5,1,7,0,3,6,77,13,4,8,2,1,0,0,2281,3,1,13,1,3,28,21,2,16,5,35,11,195,1,3,85,1996,1,3,16,4,31,2,8,3,6,5,18,5,2
"959",1,3,26,11,9,2,2,5,4,4,6,84,11,3,8,2,1,1,1,2238,11,5,8,2,1,41,38,3,7,1,28,3,228,1,6,78,2019,1,4,18,3,38,3,7,4,0,12,7,1,0
"960",0,5,27,15,15,8,10,8,9,3,17,77,15,11,4,7,5,2,4,2306,2,5,14,0,5,26,30,3,4,3,11,3,174,5,3,91,1941,3,8,13,20,42,5,4,4,6,7,11,7,2
"961",2,7,23,5,6,5,4,3,4,1,4,80,14,6,5,8,0,5,2,2288,3,9,11,4,3,23,39,1,4,6,25,3,197,2,0,89,2013,0,3,14,8,43,1,2,5,6,5,5,3,1
"962",1,1,19,15,5,0,9,13,1,2,8,80,16,2,5,3,3,5,4,2294,1,6,8,0,1,34,37,6,9,2,15,5,181,5,2,99,1978,3,5,21,11,37,7,9,10,2,8,7,3,2
"963",0,5,34,10,11,4,4,10,4,6,11,66,15,3,12,3,5,1,0,2227,5,4,11,6,5,34,31,8,13,11,17,4,195,7,2,71,2028,3,5,22,9,31,2,4,3,3,19,5,6,5
"964",4,7,34,16,6,1,10,11,0,4,8,80,8,1,6,2,8,9,0,2238,2,10,13,4,0,36,30,4,7,6,27,7,232,4,1,111,1943,5,0,7,14,49,0,7,5,1,8,10,1,3
"965",6,2,32,10,9,4,8,1,4,2,6,88,21,7,6,5,5,3,1,2328,0,4,13,0,1,28,19,0,12,6,36,7,171,3,4,93,1933,4,2,14,10,50,1,10,2,0,8,9,5,7
"966",1,7,34,9,4,5,14,7,4,0,8,84,18,3,2,3,5,5,4,2278,2,5,3,4,8,21,41,2,7,3,24,9,201,3,4,75,1967,4,4,17,12,39,6,8,9,4,13,7,3,0
"967",0,11,27,13,8,2,4,4,4,1,6,71,12,6,5,4,2,3,7,2280,8,2,6,3,6,40,27,7,7,5,30,4,190,1,3,94,1984,6,6,27,7,28,4,5,3,4,5,5,6,7
"968",1,6,19,9,6,6,7,12,5,2,20,68,14,0,6,2,4,0,2,2337,1,4,13,4,5,35,31,5,4,4,19,9,193,2,2,85,1941,3,0,9,10,40,5,7,11,3,10,4,8,7
"969",3,6,28,5,10,1,4,4,4,4,8,69,8,4,8,4,6,2,4,2307,2,6,7,1,3,31,34,1,9,2,22,6,192,4,1,121,1937,2,3,22,11,55,2,11,1,4,7,8,3,3
"970",3,8,29,9,6,1,11,5,5,1,6,87,11,3,3,8,3,4,2,2298,1,1,14,4,4,31,19,2,15,1,23,5,177,4,2,80,2007,0,4,9,17,41,3,6,1,4,10,3,8,1
"971",0,1,31,10,6,4,1,4,3,4,10,75,9,6,11,2,7,8,2,2245,6,3,6,0,3,27,31,7,7,8,29,12,195,2,2,110,1986,0,8,26,5,38,3,5,5,0,8,12,11,6
"972",3,10,30,3,11,2,5,5,0,1,13,92,18,10,7,3,3,4,1,2296,7,9,20,2,5,32,35,4,13,6,28,1,190,1,4,110,1925,2,2,11,7,34,4,7,2,2,6,9,3,2
"973",0,7,33,12,3,3,7,7,4,4,5,64,10,4,5,3,4,5,2,2354,6,2,8,3,5,40,29,6,14,10,24,6,180,6,9,105,1921,5,5,15,7,27,0,6,4,2,5,7,4,3
"974",0,3,17,8,16,4,5,7,4,2,8,97,16,7,6,4,10,3,3,2222,10,4,11,1,6,42,38,4,9,4,36,3,210,2,2,75,1980,3,3,22,11,44,3,6,3,1,10,9,4,2
"975",2,3,31,10,4,10,5,9,8,3,10,78,14,5,5,2,1,5,2,2291,6,5,10,4,5,42,24,3,2,6,23,4,244,4,10,69,1906,1,7,24,13,32,3,9,4,4,18,13,7,0
"976",4,4,35,14,7,11,0,6,2,0,12,67,21,4,5,3,12,6,3,2254,6,2,8,1,4,20,19,2,10,0,22,13,176,2,0,105,2028,6,0,15,7,54,0,11,7,0,6,2,1,3
"977",1,7,40,12,9,2,5,8,5,5,5,83,14,2,1,2,2,3,4,2269,2,3,17,1,7,32,48,3,10,6,19,4,168,3,7,82,1970,3,1,12,25,42,1,12,5,3,16,11,2,6
"978",4,5,9,6,9,1,4,0,3,2,9,73,10,3,6,5,0,1,0,2259,4,3,10,2,5,48,45,8,13,4,24,4,194,2,4,80,2008,3,5,23,12,42,2,11,4,5,4,15,3,4
"979",2,6,29,11,6,5,2,6,2,4,6,59,20,10,3,1,5,4,1,2264,3,0,16,2,0,27,27,5,15,5,22,10,194,1,10,103,2002,0,2,12,14,43,3,6,6,7,9,2,5,3
"980",1,6,32,8,14,1,13,9,6,6,3,70,25,5,7,6,6,4,0,2273,5,9,7,7,6,40,18,4,6,8,35,2,212,2,6,113,1936,1,1,10,2,39,3,6,0,2,16,3,4,2
"981",0,8,27,14,9,1,9,2,6,5,6,69,10,4,8,1,12,1,2,2332,9,10,6,3,4,25,28,1,9,7,10,1,196,0,5,107,1928,5,6,10,11,39,2,16,2,3,14,9,8,0
"982",1,4,27,7,8,1,5,5,7,9,13,78,11,7,8,3,3,2,3,2271,3,3,9,8,3,23,30,4,10,3,19,8,250,6,1,71,1947,3,1,10,10,51,3,14,3,3,14,6,4,7
"983",1,9,26,2,17,1,8,6,2,3,9,73,18,5,1,5,3,5,1,2211,5,2,3,5,5,42,23,1,15,10,29,6,206,2,6,108,2020,3,6,18,11,34,3,10,5,2,6,3,4,1
"984",3,2,36,16,7,0,4,8,5,4,11,65,14,4,5,3,3,5,4,2222,3,10,13,2,8,16,22,9,12,5,30,3,212,3,4,98,1992,5,1,15,22,38,4,12,1,7,7,11,11,3
"985",5,3,22,4,7,6,6,4,3,2,8,86,11,9,3,1,8,4,2,2278,2,5,15,4,3,40,33,5,5,8,26,5,198,3,2,87,1971,2,3,24,13,39,1,4,1,5,9,6,2,7
"986",1,2,30,16,18,3,4,12,4,2,6,91,14,10,6,8,4,4,2,2241,5,7,12,3,5,39,35,4,21,7,29,2,161,2,3,84,1981,1,3,9,6,42,3,11,4,7,21,9,3,3
"987",7,3,39,6,5,5,2,7,3,2,7,84,11,4,4,4,6,4,3,2227,4,3,18,1,4,14,19,7,6,7,21,7,181,9,1,94,2066,2,2,12,5,38,5,10,5,2,10,5,8,1
"988",6,4,18,10,11,1,8,9,11,0,9,62,17,2,1,15,4,8,2,2205,5,7,15,3,4,28,36,3,13,4,20,3,226,11,4,108,2012,5,0,18,5,39,0,4,4,1,6,8,0,5
"989",2,16,31,5,5,4,8,2,1,0,7,76,13,2,5,2,4,8,3,2342,2,4,9,4,3,22,40,0,6,5,20,5,209,1,1,111,1915,2,5,20,11,32,4,12,5,1,8,1,3,3
"990",1,4,26,16,12,9,5,8,5,3,11,77,6,5,8,3,13,4,1,2267,5,1,12,0,6,37,22,1,5,2,17,6,202,1,1,93,1988,4,3,18,6,44,0,4,5,2,16,8,4,3
"991",1,5,19,13,17,0,5,6,4,7,16,57,16,1,5,3,4,2,1,2329,5,1,9,0,0,14,30,16,10,2,16,5,209,1,0,92,1940,0,2,30,8,53,4,20,2,2,7,3,5,3
"992",0,7,48,15,4,3,9,2,4,2,9,59,20,12,6,6,1,4,1,2238,1,3,16,2,13,21,26,3,6,5,18,4,191,3,2,105,2028,2,3,21,8,35,3,7,1,1,10,3,6,3
"993",3,5,32,14,3,2,2,6,3,1,4,93,20,5,10,7,1,3,0,2291,5,4,13,3,8,23,44,10,9,6,21,7,202,2,2,115,1873,0,7,25,13,51,4,5,2,3,18,10,3,7
"994",2,3,31,8,17,1,10,4,0,3,6,65,12,7,8,6,7,4,2,2265,3,4,7,3,7,33,15,2,11,8,41,2,186,2,3,90,2021,4,1,15,9,35,2,13,3,0,7,7,2,3
"995",2,4,19,9,9,8,5,3,6,6,2,61,14,4,10,0,6,4,0,2274,0,1,6,3,1,38,23,7,9,12,32,7,218,2,2,89,1976,3,6,15,8,33,3,5,10,5,25,10,1,4
"996",5,3,42,9,11,3,10,4,5,11,8,74,16,10,2,6,5,0,0,2267,7,1,7,1,1,23,32,7,7,5,31,2,162,1,4,93,2001,2,4,29,15,36,4,7,5,3,11,4,1,3
"997",1,5,27,7,17,4,5,4,5,4,10,83,23,4,11,0,5,1,0,2219,5,7,10,4,4,39,31,7,14,6,28,8,232,5,3,93,1957,3,1,16,7,46,4,9,6,3,8,6,2,1
"998",2,8,25,6,11,1,10,2,7,4,13,80,10,7,5,6,4,5,3,2328,4,4,5,2,2,26,32,2,8,9,28,5,220,3,2,120,1854,4,4,28,12,45,0,6,10,1,1,16,6,4
"999",3,5,22,12,11,3,5,4,2,1,11,77,12,2,4,4,3,2,2,2179,2,3,9,4,4,29,30,1,6,6,21,6,191,0,4,114,2066,1,5,22,5,46,6,5,9,0,17,19,4,1
"1000",3,3,34,9,3,6,8,9,0,3,7,95,12,5,11,1,4,5,4,2119,2,3,12,4,4,42,41,5,8,7,25,9,193,0,6,106,2045,3,12,16,17,54,4,8,4,4,10,6,8,1
